prec,       card,      avg_est,      std_err,      max_err
 7,          376,       386.10,     0.149891,     0.413793
 7,          376,       379.40,     0.120692,     0.275862
 7,          377,       385.57,     0.120896,     0.272487
 7,          377,       375.20,     0.112893,     0.224868
 7,          377,       381.00,     0.122897,     0.272487
 7,          378,       390.23,     0.131449,     0.269129
 7,          378,       394.40,     0.130025,     0.406332
 7,          379,       377.70,     0.125824,     0.402632
 7,          379,       377.77,     0.107458,     0.265789
 7,          379,       373.93,     0.106582,     0.265789
 7,          380,       389.13,    0.0888948,     0.173228
 7,          380,       394.73,     0.142894,      0.39895
 7,          380,       404.63,     0.166337,     0.632546
 7,          381,       389.37,     0.148815,     0.395288
 7,          381,       398.10,     0.110587,     0.259162
 7,          382,       389.80,     0.103182,     0.177546
 7,          382,       395.93,     0.145892,     0.391645
 7,          382,       389.57,     0.127365,     0.391645
 7,          383,       387.93,     0.102446,     0.252604
 7,          383,       399.10,      0.20658,     0.619792
 8,            0,         0.00,            0,            0
 8,            0,         0.00,            0,            0
 8,            1,         1.00,            0,            0
 8,            2,         2.00,            0,            0
 8,            3,         3.00,            0,            0
 8,            3,         2.93,    0.0656532,         0.25
 8,            4,         4.00,            0,            0
 8,            5,         5.00,            0,            0
 8,            6,         6.00,            0,            0
 8,            6,         5.97,    0.0265279,     0.142857
 8,            7,         6.90,    0.0402042,        0.125
 8,            8,         7.80,    0.0583584,     0.222222
 8,            9,         8.77,    0.0557086,          0.2
 8,            9,         8.83,    0.0415227,          0.1
 8,           10,         9.80,    0.0477478,     0.181818
 8,           11,        10.63,    0.0557945,     0.166667
 8,           12,        11.70,    0.0473755,     0.153846
 8,           13,        12.83,    0.0350931,     0.142857
 8,           13,        12.87,    0.0265279,    0.0714286
 8,           14,        13.73,     0.039148,     0.133333
 8,           15,        14.50,    0.0478526,        0.125
 8,           16,        15.47,    0.0488503,     0.117647
 8,           16,        15.47,    0.0535128,     0.117647
 8,           17,        16.50,    0.0399553,    0.0555556
 8,           18,        17.33,    0.0535313,     0.105263
 8,           19,        18.40,    0.0473432,          0.1
 8,           19,        18.27,     0.054139,          0.1
 8,           20,        19.30,     0.047619,    0.0952381
 8,           21,        20.07,    0.0642824,     0.181818
 8,           22,        21.23,     0.073555,     0.173913
 8,           23,        22.87,    0.0437688,        0.125
 8,           23,        22.93,     0.052477,        0.125
 8,           24,        23.47,    0.0621455,         0.16
 8,           25,        24.97,    0.0371116,    0.0769231
 8,           26,        25.90,    0.0329838,    0.0740741
 8,           26,        25.57,    0.0382929,    0.0740741
 8,           27,        26.67,    0.0408822,     0.107143
 8,           28,        27.73,    0.0350723,    0.0689655
 8,           29,        28.50,    0.0386556,          0.1
 8,           29,        28.37,    0.0405895,    0.0666667
 8,           30,        28.97,    0.0490317,     0.129032
 8,           31,        30.63,    0.0467851,        0.125
 8,           32,        31.47,    0.0539735,     0.121212
 8,           33,        32.63,    0.0595793,     0.147059
 8,           33,        32.87,    0.0430049,     0.117647
 8,           34,        33.80,    0.0468576,    0.0857143
 8,           35,        34.50,    0.0422217,     0.111111
 8,           36,        35.80,    0.0368804,    0.0810811
 8,           36,        35.90,    0.0398354,    0.0810811
 8,           37,        36.27,    0.0483761,     0.184211
 8,           38,        37.63,    0.0377926,     0.102564
 8,           39,        38.13,    0.0450096,          0.1
 8,           39,        38.70,    0.0442855,          0.1
 8,           40,        40.03,    0.0541608,     0.121951
 8,           41,        40.30,    0.0588218,     0.142857
 8,           42,        41.67,    0.0499902,     0.116279
 8,           43,        42.77,    0.0307246,    0.0909091
 8,           43,        42.50,    0.0436556,    0.0909091
 8,           44,        44.30,    0.0397951,    0.0666667
 8,           45,        44.67,    0.0553506,     0.130435
 8,           46,        44.87,    0.0530078,     0.106383
 8,           46,        45.67,    0.0515143,     0.170213
 8,           47,        46.73,    0.0527614,     0.166667
 8,           48,        48.13,    0.0393837,    0.0816327
 8,           49,        48.30,     0.045334,         0.12
 8,           49,        48.70,    0.0450287,         0.12
 8,           50,        50.00,    0.0512346,     0.117647
 8,           51,        50.57,      0.04697,     0.115385
 8,           52,        51.70,    0.0372447,    0.0754717
 8,           52,        51.23,    0.0476553,     0.132075
 8,           53,        52.33,    0.0382929,    0.0740741
 8,           54,        53.83,    0.0349245,    0.0909091
 8,           55,        54.20,    0.0556849,     0.107143
 8,           56,        55.60,    0.0398999,    0.0877193
 8,           56,        56.33,     0.038547,    0.0701754
 8,           57,        56.43,    0.0458406,     0.103448
 8,           58,        57.63,    0.0425769,     0.118644
 8,           59,        58.87,     0.051788,     0.133333
 8,           59,        58.43,     0.026443,    0.0666667
 8,           60,        60.37,    0.0474542,     0.114754
 8,           61,        59.87,    0.0560329,     0.129032
 8,           62,        61.27,    0.0471607,     0.126984
 8,           62,        62.33,    0.0477102,     0.111111
 8,           63,        62.03,    0.0463331,        0.125
 8,           64,        64.03,    0.0465062,    0.0923077
 8,           65,        63.63,    0.0496178,    0.0909091
 8,           66,        65.27,    0.0503481,     0.119403
 8,           66,        65.43,    0.0338314,    0.0895522
 8,           67,        65.83,    0.0546845,     0.117647
 8,           68,        67.40,    0.0475367,     0.115942
 8,           69,        69.30,    0.0396146,    0.0714286
 8,           69,        68.63,    0.0416919,    0.0714286
 8,           70,        69.10,    0.0387048,    0.0985915
 8,           71,        71.27,    0.0498775,     0.138889
 8,           72,        71.43,    0.0488643,     0.123288
 8,           72,        71.93,     0.044932,     0.109589
 8,           73,        73.00,     0.041386,     0.108108
 8,           74,        73.30,    0.0515209,     0.146667
 8,           75,        75.27,    0.0527449,     0.118421
 8,           76,        76.20,    0.0455025,     0.103896
 8,           76,        76.13,    0.0536011,     0.103896
 8,           77,        76.30,    0.0486155,     0.102564
 8,           78,        77.67,    0.0473628,     0.101266
 8,           79,        79.07,    0.0493492,       0.1125
 8,           79,        78.37,    0.0511189,       0.1125
 8,           80,        80.57,     0.038838,    0.0987654
 8,           81,        81.77,    0.0399363,    0.0853659
 8,           82,        81.87,    0.0485034,      0.13253
 8,           82,        82.43,     0.042977,    0.0963855
 8,           83,        83.47,     0.045305,     0.130952
 8,           84,        84.50,    0.0483099,     0.105882
 8,           85,        84.37,    0.0432389,     0.127907
 8,           86,        86.00,    0.0517572,     0.114943
 8,           86,        84.53,    0.0364731,    0.0804598
 8,           87,        87.20,    0.0473733,     0.113636
 8,           88,        87.67,     0.045997,      0.11236
 8,           89,        89.30,    0.0545503,     0.133333
 8,           89,        88.80,    0.0504556,          0.1
 8,           90,        87.80,    0.0493979,      0.10989
 8,           91,        91.03,    0.0487357,     0.119565
 8,           92,        91.90,    0.0342949,    0.0537634
 8,           92,        93.43,    0.0428715,    0.0967742
 8,           93,        92.73,    0.0477397,    0.0957447
 8,           94,        93.10,    0.0497966,     0.105263
 8,           95,        94.73,     0.058671,     0.145833
 8,           96,        94.23,    0.0537052,     0.113402
 8,           96,        95.77,    0.0456652,     0.113402
 8,           97,        97.50,    0.0464528,     0.132653
 8,           98,        97.23,    0.0468177,     0.111111
 8,           99,        98.67,    0.0499655,         0.12
 8,           99,        99.60,    0.0463123,          0.1
 8,          100,        98.63,    0.0439337,    0.0990099
 8,          101,        99.83,    0.0465931,    0.0784314
 8,          102,       102.90,    0.0420111,    0.0776699
 8,          102,        99.83,    0.0467704,     0.116505
 8,          103,       102.23,    0.0509112,     0.115385
 8,          104,       102.57,    0.0444249,    0.0952381
 8,          105,       104.50,     0.037532,    0.0943396
 8,          105,       105.83,    0.0586017,     0.160377
 8,          106,       105.53,    0.0479065,      0.11215
 8,          107,       106.23,    0.0442057,    0.0925926
 8,          108,       108.70,     0.050509,     0.110092
 8,          109,       107.87,     0.044664,          0.1
 8,          109,       108.27,    0.0357312,    0.0818182
 8,          110,       110.43,    0.0504382,     0.108108
 8,          111,       108.40,    0.0491841,    0.0982143
 8,          112,       111.37,    0.0449742,     0.106195
 8,          112,       112.87,    0.0540051,     0.106195
 8,          113,       111.23,    0.0461012,     0.105263
 8,          114,       112.53,    0.0461828,     0.121739
 8,          115,       114.33,    0.0503178,     0.137931
 8,          115,       116.90,    0.0507488,    0.0948276
 8,          116,       116.27,     0.045115,     0.119658
 8,          117,       116.70,    0.0547635,     0.135593
 8,          118,       118.73,    0.0522231,     0.142857
 8,          119,       119.57,     0.049106,    0.0916667
 8,          119,       119.87,    0.0631243,         0.15
 8,          120,       120.73,    0.0524041,     0.107438
 8,          121,       120.73,    0.0513918,    0.0983607
 8,          122,       121.60,    0.0470684,    0.0894309
 8,          122,       121.20,     0.049338,     0.105691
 8,          123,       121.70,    0.0508504,     0.104839
 8,          124,       124.50,    0.0511819,        0.096
 8,          125,       125.00,    0.0504538,    0.0952381
 8,          125,       123.37,    0.0502165,     0.103175
 8,          126,       125.37,    0.0481184,     0.125984
 8,          127,       128.03,    0.0534812,     0.109375
 8,          128,       126.67,    0.0506082,     0.100775
 8,          129,       129.50,    0.0440502,          0.1
 8,          129,       128.90,    0.0430191,    0.0923077
 8,          130,       130.60,    0.0481123,     0.114504
 8,          131,       130.70,    0.0455198,    0.0984848
 8,          132,       131.67,    0.0457564,     0.105263
 8,          132,       131.83,    0.0432373,     0.112782
 8,          133,       131.97,    0.0443235,    0.0895522
 8,          134,       134.07,    0.0496714,    0.0962963
 8,          135,       133.67,    0.0443284,     0.110294
 8,          135,       134.37,    0.0426785,     0.110294
 8,          136,       134.97,    0.0527578,     0.109489
 8,          137,       134.60,    0.0536563,     0.137681
 8,          138,       138.37,    0.0418854,     0.115108
 8,          139,       139.33,    0.0476026,    0.0785714
 8,          139,       137.43,    0.0449215,          0.1
 8,          140,       140.10,    0.0480475,     0.113475
 8,          141,       140.07,    0.0412707,     0.105634
 8,          142,       142.53,    0.0431078,     0.111888
 8,          142,       141.67,    0.0565735,     0.111888
 8,          143,       144.00,    0.0469226,     0.118056
 8,          144,       142.50,     0.055217,     0.110345
 8,          145,       143.57,    0.0338666,    0.0616438
 8,          145,       143.67,    0.0565953,      0.10274
 8,          146,       144.77,    0.0443573,     0.102041
 8,          147,       147.77,    0.0399735,    0.0810811
 8,          148,       149.10,    0.0543668,     0.114094
 8,          148,       145.07,     0.048107,     0.100671
 8,          149,       147.37,    0.0557636,     0.153333
 8,          150,       150.90,     0.051986,     0.112583
 8,          151,       150.30,      0.04979,     0.118421
 8,          152,       151.30,    0.0596936,     0.189542
 8,          152,       153.17,    0.0526106,     0.150327
 8,          153,       152.57,    0.0411923,    0.0844156
 8,          154,       155.97,    0.0498158,     0.122581
 8,          155,       154.73,    0.0516674,     0.128205
 8,          155,       155.47,    0.0573598,     0.128205
 8,          156,       157.23,    0.0349869,    0.0828025
 8,          157,       154.17,    0.0484441,     0.107595
 8,          158,       157.27,    0.0582076,     0.144654
 8,          158,       159.37,    0.0490377,     0.132075
 8,          159,       159.20,    0.0456927,        0.125
 8,          160,       160.87,    0.0481945,     0.118012
 8,          161,       160.87,    0.0440382,    0.0864198
 8,          162,       161.07,    0.0517569,     0.116564
 8,          162,       161.23,    0.0394807,    0.0920245
 8,          163,       162.80,    0.0495886,     0.109756
 8,          164,       163.53,    0.0415647,    0.0909091
 8,          165,       164.57,    0.0482576,     0.108434
 8,          165,       164.53,    0.0435267,    0.0903614
 8,          166,       164.57,    0.0553857,     0.125749
 8,          167,       166.80,    0.0481802,     0.107143
 8,          168,       166.60,    0.0469274,     0.100592
 8,          168,       165.03,     0.052501,     0.136095
 8,          169,       167.80,    0.0473873,    0.0941176
 8,          170,       172.00,     0.051739,     0.146199
 8,          171,       172.57,    0.0554826,     0.116279
 8,          172,       171.13,     0.042774,    0.0924855
 8,          172,       173.73,    0.0497476,      0.16185
 8,          173,       172.77,    0.0424612,     0.109195
 8,          174,       172.50,    0.0438409,     0.114286
 8,          175,       175.07,     0.061104,     0.130682
 8,          175,       176.13,    0.0486486,     0.119318
 8,          176,       173.90,    0.0451856,     0.101695
 8,          177,       175.33,     0.038529,    0.0786517
 8,          178,       178.70,    0.0457988,     0.111732
 8,          178,       177.10,    0.0476867,     0.100559
 8,          179,       176.43,    0.0591464,     0.116667
 8,          180,       180.23,    0.0458471,     0.110497
 8,          181,       179.00,    0.0330301,    0.0659341
 8,          182,       182.17,     0.066331,     0.147541
 8,          182,       180.53,    0.0506145,     0.114754
 8,          183,       183.87,    0.0497083,     0.130435
 8,          184,       186.73,    0.0628452,     0.108108
 8,          185,       185.27,    0.0413085,    0.0806452
 8,          185,       184.60,    0.0469124,     0.102151
 8,          186,       186.73,    0.0428268,    0.0855615
 8,          187,       187.03,    0.0477703,     0.138298
 8,          188,       187.43,    0.0506257,     0.121693
 8,          188,       186.37,     0.059659,     0.142857
 8,          189,       189.77,    0.0528037,     0.126316
 8,          190,       189.23,    0.0566651,     0.109948
 8,          191,       191.97,    0.0486763,      0.09375
 8,          192,       194.00,    0.0463833,     0.108808
 8,          192,       189.03,    0.0508122,     0.108808
 8,          193,       194.43,    0.0510014,    0.0927835
 8,          194,       197.27,    0.0523843,     0.107692
 8,          195,       196.70,     0.039758,     0.117347
 8,          195,       193.13,    0.0428756,    0.0714286
 8,          196,       196.10,    0.0465332,     0.126904
 8,          197,       197.67,    0.0600227,     0.166667
 8,          198,       198.03,    0.0492802,     0.125628
 8,          198,       198.03,     0.048622,    0.0954774
 8,          199,       199.57,    0.0484145,        0.105
 8,          200,       201.63,    0.0371041,     0.079602
 8,          201,       203.83,    0.0484612,     0.118812
 8,          201,       202.13,    0.0453534,    0.0742574
 8,          202,       202.83,    0.0527949,     0.133005
 8,          203,       203.60,    0.0465219,     0.127451
 8,          204,       202.77,    0.0605011,     0.141463
 8,          205,       205.33,    0.0526394,     0.145631
 8,          205,       208.50,    0.0656192,     0.184466
 8,          206,       201.57,    0.0462061,     0.101449
 8,          207,       206.73,    0.0532526,     0.115385
 8,          208,       209.47,     0.057251,     0.119617
 8,          208,       206.67,    0.0603784,     0.143541
 8,          209,       213.27,    0.0521191,      0.12381
 8,          210,       213.27,    0.0568857,     0.180095
 8,          211,       214.03,    0.0438048,    0.0896226
 8,          211,       212.93,    0.0491141,     0.103774
 8,          212,       212.87,    0.0454011,     0.117371
 8,          213,       212.93,    0.0551541,     0.149533
 8,          214,       212.33,    0.0553442,     0.134884
 8,          215,       215.03,     0.052484,      0.12037
 8,          215,       214.87,    0.0523783,     0.111111
 8,          216,       218.73,     0.050205,     0.124424
 8,          217,       213.97,    0.0466324,     0.110092
 8,          218,       221.33,    0.0569689,     0.141553
 8,          218,       216.43,    0.0678922,     0.196347
 8,          219,       220.40,    0.0595294,     0.168182
 8,          220,       219.73,    0.0570133,     0.108597
 8,          221,       218.03,    0.0494506,    0.0990991
 8,          221,       216.77,    0.0564661,     0.112613
 8,          222,       223.43,    0.0476252,     0.107623
 8,          223,       223.00,    0.0451632,    0.0758929
 8,          224,       222.30,     0.050802,     0.106667
 8,          225,       223.13,    0.0413615,    0.0929204
 8,          225,       230.50,    0.0594158,     0.115044
 8,          226,       224.40,     0.054201,     0.118943
 8,          227,       227.73,     0.047168,     0.114035
 8,          228,       225.73,    0.0389061,     0.113537
 8,          228,       227.97,    0.0492515,     0.100437
 8,          229,       232.07,    0.0546036,     0.108696
 8,          230,       228.90,    0.0486262,     0.125541
 8,          231,       233.07,    0.0489365,      0.12069
 8,          231,       231.80,    0.0462164,      0.12069
 8,          232,       231.30,    0.0443236,     0.103004
 8,          233,       236.80,    0.0603009,     0.132479
 8,          234,       234.53,    0.0513443,     0.114894
 8,          235,       239.10,     0.040635,    0.0889831
 8,          235,       237.37,    0.0473351,     0.101695
 8,          236,       239.73,    0.0649239,     0.206751
 8,          237,       238.53,     0.046527,      0.10084
 8,          238,       238.57,    0.0420066,    0.0878661
 8,          238,       239.90,     0.037769,    0.0878661
 8,          239,       239.80,    0.0580556,     0.116667
 8,          240,       239.43,    0.0412138,     0.112033
 8,          241,       244.87,    0.0535708,     0.107438
 8,          241,       242.23,    0.0502298,     0.119835
 8,          242,       239.30,    0.0732297,     0.226337
 8,          243,       245.90,    0.0593567,     0.147541
 8,          244,       241.23,    0.0492778,    0.0979592
 8,          244,       244.77,    0.0562563,     0.114286
 8,          245,       246.43,    0.0484464,     0.126016
 8,          246,       246.77,    0.0550462,      0.17004
 8,          247,       248.67,    0.0520921,     0.108871
 8,          248,       251.30,    0.0595632,     0.172691
 8,          248,       247.47,     0.048308,      0.11245
 8,          249,       250.30,     0.041536,        0.096
 8,          250,       250.67,    0.0475677,      0.12749
 8,          251,       250.43,    0.0487293,     0.123016
 8,          251,       250.00,    0.0495854,     0.111111
 8,          252,       253.90,    0.0638641,     0.166008
 8,          253,       251.00,    0.0487475,     0.110236
 8,          254,       254.40,      0.05746,     0.156863
 8,          254,       253.80,    0.0532844,     0.109804
 8,          255,       253.73,     0.051741,     0.105469
 8,          256,       255.43,    0.0507485,     0.108949
 8,          257,       259.23,    0.0551208,     0.143411
 8,          258,       261.67,    0.0522455,     0.138996
 8,          258,       259.40,    0.0455939,     0.127413
 8,          259,       259.63,    0.0549758,          0.1
 8,          260,       256.03,    0.0518793,    0.0957854
 8,          261,       265.23,    0.0620844,     0.156489
 8,          261,       261.03,    0.0610481,     0.164122
 8,          262,       264.07,    0.0556584,     0.110266
 8,          263,       262.87,     0.045411,    0.0833333
 8,          264,       265.53,    0.0420209,     0.090566
 8,          264,       264.27,    0.0503752,     0.128302
 8,          265,       261.57,    0.0463647,     0.112782
 8,          266,       268.50,    0.0478777,    0.0973783
 8,          267,       263.67,    0.0472185,    0.0820896
 8,          268,       266.03,     0.053796,    0.0929368
 8,          268,       268.50,    0.0513301,     0.122677
 8,          269,       270.10,    0.0591514,      0.12963
 8,          270,       272.13,    0.0517332,     0.125461
 8,          271,       271.13,    0.0552948,     0.121324
 8,          271,       272.13,    0.0638026,     0.194853
 8,          272,       268.03,    0.0536498,     0.117216
 8,          273,       271.53,    0.0479029,    0.0912409
 8,          274,       279.27,     0.061452,     0.156364
 8,          274,       274.53,    0.0513727,     0.109091
 8,          275,       276.97,    0.0547048,     0.177536
 8,          276,       271.27,    0.0582498,     0.119134
 8,          277,       276.73,    0.0400559,    0.0827338
 8,          278,       281.20,    0.0603071,     0.139785
 8,          278,       275.23,    0.0565895,     0.154122
 8,          279,       281.63,    0.0413263,    0.0892857
 8,          280,       282.73,    0.0628526,     0.131673
 8,          281,       281.03,    0.0559875,     0.117021
 8,          281,       280.77,    0.0553174,      0.12766
 8,          282,       286.53,     0.064778,     0.162544
 8,          283,       283.67,    0.0523085,     0.123239
 8,          284,       279.00,    0.0446118,     0.115789
 8,          284,       287.17,    0.0601241,     0.154386
 8,          285,       286.80,    0.0664685,     0.216783
 8,          286,       289.70,     0.058214,     0.121951
 8,          287,       288.77,    0.0596653,     0.142361
 8,          288,       288.67,    0.0563977,     0.121107
 8,          288,       283.80,     0.056748,     0.124567
 8,          289,       289.63,    0.0569821,     0.124138
 8,          290,       285.80,    0.0525207,    0.0996564
 8,          291,       290.27,    0.0573972,     0.126712
 8,          291,       289.43,    0.0497785,      0.10274
 8,          292,       291.80,    0.0515347,    0.0989761
 8,          293,       299.33,    0.0587166,     0.193878
 8,          294,       292.40,    0.0542007,     0.118644
 8,          294,       291.43,    0.0468484,     0.138983
 8,          295,       295.93,    0.0565032,     0.121622
 8,          296,       296.07,    0.0547502,      0.13468
 8,          297,       296.87,    0.0486048,     0.110738
 8,          297,       298.93,    0.0408714,     0.090604
 8,          298,       296.43,    0.0607015,     0.130435
 8,          299,       296.70,    0.0604612,     0.126667
 8,          300,       299.10,    0.0539062,     0.129568
 8,          301,       301.57,    0.0563585,     0.152318
 8,          301,       297.70,    0.0542041,     0.139073
 8,          302,       299.17,    0.0516292,     0.135314
 8,          303,       299.43,    0.0511175,     0.118421
 8,          304,       299.83,    0.0518442,     0.147541
 8,          304,       300.50,    0.0599728,     0.121311
 8,          305,       303.60,    0.0386195,    0.0751634
 8,          306,       308.20,     0.058363,     0.127036
 8,          307,       303.43,    0.0610724,     0.152597
 8,          307,       304.30,    0.0529632,     0.103896
 8,          308,       302.60,    0.0583515,     0.142395
 8,          309,       311.57,    0.0609439,     0.135484
 8,          310,       312.13,    0.0595477,     0.170418
 8,          311,       314.67,    0.0591775,     0.121795
 8,          311,       315.23,    0.0565794,     0.115385
 8,          312,       314.70,    0.0468162,    0.0990415
 8,          313,       307.00,    0.0657583,     0.197452
 8,          314,       311.60,    0.0625824,     0.149206
 8,          314,       318.10,    0.0774997,     0.193651
 8,          315,       319.30,    0.0590194,     0.136076
 8,          316,       319.70,    0.0592922,     0.173502
 8,          317,       315.53,    0.0537041,     0.100629
 8,          317,       318.97,    0.0592038,     0.128931
 8,          318,       321.43,    0.0610835,     0.141066
 8,          319,       325.33,    0.0615554,     0.190625
 8,          320,       318.67,    0.0564554,     0.137072
 8,          321,       317.20,    0.0691744,     0.149068
 8,          321,       321.50,    0.0541816,     0.130435
 8,          322,       324.57,     0.058043,     0.111455
 8,          323,       323.53,    0.0596665,     0.160494
 8,          324,       318.03,     0.057117,     0.110769
 8,          324,       326.47,    0.0663183,     0.184615
 8,          325,       323.57,    0.0472096,     0.116564
 8,          326,       326.90,    0.0542225,     0.149847
 8,          327,       327.97,    0.0453658,    0.0823171
 8,          327,       333.90,    0.0676939,     0.161585
 8,          328,       324.97,    0.0646973,     0.121581
 8,          329,       328.63,    0.0485077,     0.115152
 8,          330,       330.30,    0.0527442,     0.108761
 8,          331,       334.37,     0.056058,      0.13253
 8,          331,       331.20,    0.0538231,      0.10241
 8,          332,       327.70,    0.0559064,     0.129129
 8,          333,       332.83,    0.0475447,     0.101796
 8,          334,       335.80,    0.0541529,     0.110448
 8,          334,       335.57,    0.0617134,     0.137313
 8,          335,       339.30,    0.0655531,     0.172619
 8,          336,       335.97,     0.051576,     0.115727
 8,          337,       339.23,    0.0600451,     0.153846
 8,          337,       340.13,    0.0544649,     0.139053
 8,          338,       338.43,    0.0642252,     0.138643
 8,          339,       337.93,     0.066106,     0.173529
 8,          340,       340.87,    0.0597282,     0.117302
 8,          340,       336.23,     0.058522,     0.155425
 8,          341,       338.83,    0.0605526,     0.114035
 8,          342,       343.40,    0.0656083,     0.148688
 8,          343,       346.07,    0.0528575,     0.107558
 8,          344,       350.30,    0.0678042,     0.142029
 8,          344,       348.27,     0.062167,     0.142029
 8,          345,       344.90,    0.0679737,     0.138728
 8,          346,       344.80,    0.0546372,     0.123919
 8,          347,       349.10,    0.0537515,     0.132184
 8,          347,       347.77,    0.0579621,     0.175287
 8,          348,       344.77,    0.0523144,     0.108883
 8,          349,       348.33,    0.0523078,    0.0885714
 8,          350,       352.13,    0.0584686,     0.179487
 8,          350,       352.57,     0.052812,     0.122507
 8,          351,       345.33,    0.0624955,     0.153409
 8,          352,       354.93,    0.0570563,     0.127479
 8,          353,       355.90,    0.0580087,     0.141243
 8,          354,       357.17,    0.0590809,     0.152113
 8,          354,       356.33,     0.070113,     0.180282
 8,          355,       360.93,    0.0617978,     0.148876
 8,          356,       362.57,    0.0729646,     0.187675
 8,          357,       361.30,    0.0564433,     0.131285
 8,          357,       352.60,    0.0574707,     0.142458
 8,          358,       361.97,    0.0504717,     0.111421
 8,          359,       350.90,    0.0537469,     0.152778
 8,          360,       365.03,    0.0556566,     0.132964
 8,          360,       357.43,    0.0635331,     0.132964
 8,          361,       356.40,    0.0555715,     0.116022
 8,          362,       371.13,    0.0643709,      0.15427
 8,          363,       366.20,    0.0494032,     0.134615
 8,          364,       361.83,    0.0427989,     0.109589
 8,          364,       360.47,    0.0545531,     0.147945
 8,          365,       368.40,    0.0605785,     0.172131
 8,          366,       364.87,    0.0583614,     0.128065
 8,          367,       365.70,    0.0448419,    0.0978261
 8,          367,       365.00,    0.0564889,     0.152174
 8,          368,       368.27,    0.0510782,     0.100271
 8,          369,       370.73,    0.0455302,    0.0810811
 8,          370,       372.03,    0.0497136,    0.0943396
 8,          370,       369.20,    0.0496607,      0.12938
 8,          371,       367.40,     0.065907,     0.145161
 8,          372,       371.73,    0.0465423,     0.117962
 8,          373,       371.77,    0.0638457,     0.106952
 8,          374,       379.97,     0.058165,     0.117333
 8,          374,       381.93,    0.0559584,     0.189333
 8,          375,       380.80,    0.0644383,     0.154255
 8,          376,       375.83,    0.0526026,     0.151194
 8,          377,       377.93,    0.0503868,     0.111111
 8,          377,       375.07,    0.0526723,     0.100529
 8,          378,       377.50,    0.0644313,     0.124011
 8,          379,       378.97,    0.0635706,     0.173684
 8,          380,       377.20,    0.0504207,    0.0997375
 8,          380,       387.13,    0.0747313,     0.136483
 8,          381,       378.90,    0.0542817,     0.109948
 8,          382,       382.40,    0.0656709,     0.133159
 8,          383,       386.50,    0.0602074,     0.130208
 8,          384,       387.30,     0.063884,     0.218182
 8,          384,       391.47,    0.0568203,     0.114286
 8,          385,       390.70,     0.060606,      0.15544
 8,          386,       380.10,    0.0645032,     0.136951
 8,          387,       382.70,    0.0626486,      0.14433
 8,          387,       398.67,    0.0785685,     0.177835
 8,          388,       390.70,    0.0545347,     0.154242
 8,          389,       388.33,    0.0671883,     0.192308
 8,          390,       396.17,    0.0453173,     0.084399
 8,          390,       391.30,    0.0593427,     0.140665
 8,          391,       391.53,    0.0675701,     0.137755
 8,          392,       386.90,    0.0606302,      0.13486
 8,          393,       393.33,    0.0478325,     0.109137
 8,          393,       393.07,    0.0667296,     0.147208
 8,          394,       394.60,    0.0676312,     0.156962
 8,          395,       390.20,    0.0732969,     0.151515
 8,          396,       393.93,     0.050134,    0.0831234
 8,          397,       397.03,    0.0563007,     0.165829
 8,          397,       399.57,    0.0635308,     0.133166
 8,          398,       403.37,    0.0652476,     0.130326
 8,          399,       397.97,    0.0596343,       0.1725
 8,          400,       405.30,    0.0554286,     0.154613
 8,          400,       395.80,    0.0511573,     0.104738
 8,          401,       401.47,    0.0573015,     0.121891
 8,          402,       405.27,    0.0644931,     0.133995
 8,          403,       401.13,    0.0656146,      0.14604
 8,          403,       398.00,    0.0489858,     0.111386
 8,          404,       417.23,    0.0648086,     0.158025
 8,          405,       401.20,    0.0593816,     0.125616
 8,          406,       410.23,    0.0572249,     0.108108
 8,          407,       412.27,    0.0766684,     0.181373
 8,          407,       416.37,       0.0561,     0.120098
 8,          408,       414.90,    0.0736567,     0.146699
 8,          409,       414.10,    0.0565709,      0.12439
 8,          410,       407.13,    0.0559629,     0.126521
 8,          410,       403.60,    0.0483208,     0.126521
 8,          411,       411.10,    0.0528916,     0.123786
 8,          412,       411.77,    0.0590757,     0.140436
 8,          413,       410.63,    0.0494391,     0.118357
 8,          413,       407.40,    0.0714685,     0.181159
 8,          414,       417.07,    0.0610679,      0.13494
 8,          415,       412.33,    0.0636029,     0.192308
 8,          416,       416.73,    0.0659333,     0.155875
 8,          417,       416.63,     0.049722,     0.141148
 8,          417,       421.67,     0.057581,      0.15311
 8,          418,       413.27,    0.0605465,     0.105012
 8,          419,       418.70,     0.064386,      0.12381
 8,          420,       420.43,    0.0426711,    0.0997625
 8,          420,       420.23,    0.0540662,     0.144893
 8,          421,       418.27,    0.0636457,     0.127962
 8,          422,       431.90,    0.0780907,     0.222222
 8,          423,       421.97,    0.0489283,     0.122642
 8,          423,       424.63,    0.0696771,     0.169811
 8,          424,       426.17,    0.0680925,     0.167059
 8,          425,       419.17,    0.0527336,     0.105634
 8,          426,       431.87,    0.0729568,     0.177986
 8,          427,       429.07,    0.0529354,      0.11215
 8,          427,       425.07,    0.0523777,     0.100467
 8,          428,       431.77,    0.0700973,     0.172494
 8,          429,       431.93,    0.0649471,     0.106977
 8,          430,       441.17,    0.0611637,     0.218097
 8,          430,       430.03,    0.0624789,     0.185615
 8,          431,       438.00,    0.0562168,     0.148148
 8,          432,       435.67,    0.0504268,     0.120092
 8,          433,       441.03,    0.0630306,     0.142857
