prec,       card,      avg_est,      std_err,      max_err
 8,           47,       206.90,       3.3883,        3.375
 8,           49,       207.93,      3.23314,         3.22
 8,           50,       208.37,      3.15849,      3.15686
 8,           52,       209.70,      3.02641,      3.01887
 8,           53,       210.47,      2.96615,      3.01852
 8,           55,       211.43,      2.84137,      2.83929
 8,           56,       211.27,      2.77067,      2.78947
 8,           58,       212.53,      2.66421,      2.69492
 8,           59,       213.63,      2.62145,      2.63333
 8,           61,       214.10,      2.51172,      2.54839
 8,           62,       214.57,      2.46322,      2.47619
 8,           64,       216.07,      2.37967,          2.4
 8,           66,       216.83,      2.28989,      2.29851
 8,           67,       217.80,      2.25563,      2.23529
 8,           69,       218.43,      2.17138,      2.17143
 8,           70,       219.57,      2.14281,      2.16901
 8,           72,       220.23,      2.06545,      2.09589
 8,           73,       220.60,      2.02891,      2.05405
 8,           75,       222.30,      1.97147,      1.98684
 8,           76,       222.13,      1.93046,      1.96104
 8,           78,       224.10,      1.88116,      1.89873
 8,           79,       224.27,      1.84705,       1.8625
 8,           81,       226.03,      1.79915,      1.84146
 8,           82,       226.30,       1.7685,      1.78313
 8,           84,       226.43,      1.70461,      1.74118
 8,           86,       227.30,      1.65218,      1.68966
 8,           87,       227.87,      1.62843,      1.65909
 8,           89,       228.37,      1.57521,      1.61111
 8,           90,       229.47,      1.55899,      1.59341
 8,           92,       231.90,      1.53027,      1.55914
 8,           93,       231.70,      1.50107,      1.52128
 8,           95,       232.97,       1.4619,      1.47917
 8,           96,       233.17,      1.43852,      1.46392
 8,           98,       234.53,      1.40299,      1.44444
 8,           99,       235.10,      1.38451,         1.42
 8,          101,       236.20,       1.3484,      1.37255
 8,          102,       236.33,      1.32688,      1.36893
 8,          104,       238.20,      1.30034,      1.33333
 8,          105,       238.97,      1.28575,      1.33019
 8,          107,       240.07,      1.25348,      1.31481
 8,          109,       240.30,      1.21428,      1.23636
 8,          110,       240.87,      1.19952,      1.23423
 8,          112,       242.27,      1.17282,      1.23009
 8,          113,       243.30,      1.16284,      1.20175
 8,          115,       245.07,      1.14083,      1.18103
 8,          116,       245.43,       1.1255,      1.16239
 8,          118,       245.83,      1.09293,      1.14286
 8,          119,       246.60,      1.08191,      1.11667
 8,          121,       248.67,      1.06499,      1.11475
 8,          122,       248.03,      1.04264,      1.09756
 8,          124,       250.07,       1.0262,        1.056
 8,          125,       250.50,      1.01366,      1.07143
 8,          127,       252.23,     0.995645,       1.0625
 8,          129,       251.83,      0.96143,      1.00769
 8,          130,       254.03,     0.963353,     0.977099
 8,          132,       253.80,     0.931931,     0.962406
 8,          133,       255.53,     0.930444,     0.977612
 8,          135,       255.67,     0.903223,     0.955882
 8,          136,       257.13,     0.899959,     0.956204
 8,          138,       258.90,     0.885154,     0.935252
 8,          139,       258.27,     0.866803,     0.914286
 8,          141,       259.40,     0.848683,     0.915493
 8,          142,       260.90,     0.846198,     0.895105
 8,          144,       260.20,     0.815543,     0.862069
 8,          145,       262.73,        0.821,      0.90411
 8,          147,       265.27,     0.813317,     0.858108
 8,          148,       264.17,     0.793603,     0.838926
 8,          150,       264.70,      0.77326,      0.81457
 8,          152,       266.03,     0.758528,     0.816993
 8,          153,       267.00,     0.753349,     0.798701
 8,          155,       267.50,     0.734105,     0.775641
 8,          156,       266.87,      0.71914,     0.789809
 8,          158,       269.00,     0.710898,     0.811321
 8,          159,       268.40,     0.696056,         0.75
 8,          161,       273.53,     0.707332,     0.783951
 8,          162,       274.17,     0.700769,     0.760736
 8,          164,       274.90,     0.684528,     0.739394
 8,          165,       274.13,     0.669313,     0.722892
 8,          167,       276.27,      0.66211,     0.714286
 8,          168,       276.03,     0.650543,     0.680473
 8,          170,       276.00,     0.631248,     0.701754
 8,          172,       278.53,     0.626898,     0.676301
 8,          173,       280.37,     0.628281,     0.672414
 8,          175,       280.37,     0.609273,     0.647727
 8,          176,       281.33,     0.605946,     0.655367
 8,          178,       283.57,     0.600756,     0.670391
 8,          179,       283.00,     0.588428,     0.638889
 8,          181,       284.97,     0.581968,     0.631868
 8,          182,       283.70,     0.566112,     0.628415
 8,          184,       287.00,     0.566842,     0.616216
 8,          185,       288.93,     0.569466,     0.704301
 8,          187,       290.47,     0.560766,     0.617021
 8,          188,       287.20,      0.53447,     0.587302
 8,          190,       290.47,     0.535562,     0.586387
 8,          192,       292.10,     0.528864,     0.606218
 8,          193,       289.23,     0.505137,     0.541237
 8,          195,       294.30,      0.51666,     0.602041
 8,          196,       293.83,     0.506239,      0.57868
 8,          198,       297.17,     0.508592,     0.592965
 8,          199,       295.23,     0.490583,         0.56
 8,          201,       298.90,      0.49491,     0.564356
 8,          202,       298.57,     0.485102,     0.551724
 8,          204,       301.07,     0.483113,     0.570732
 8,          205,       302.17,     0.480856,     0.548544
 8,          207,       303.77,     0.474217,     0.528846
 8,          208,       304.20,     0.469702,      0.54067
 8,          210,       303.73,     0.453213,     0.521327
 8,          211,       306.43,     0.459049,     0.528302
 8,          213,       305.63,     0.440875,     0.476636
 8,          215,       309.03,     0.444271,     0.509259
 8,          216,       307.60,     0.430477,     0.488479
 8,          218,       307.67,     0.417516,     0.461187
 8,          219,       313.33,     0.437127,     0.490909
 8,          221,       310.43,     0.411074,     0.459459
 8,          222,       313.30,     0.418532,     0.502242
 8,          224,       313.60,     0.406393,         0.48
 8,          225,       311.77,     0.391672,     0.442478
 8,          227,       317.67,     0.405956,     0.482456
 8,          228,       314.90,     0.387716,     0.427948
 8,          230,       318.87,      0.39272,     0.467532
 8,          231,       317.50,     0.380668,     0.426724
 8,          233,       320.00,     0.379542,     0.431624
 8,          235,       321.23,     0.373592,     0.461864
 8,          236,       322.87,     0.373459,     0.409283
 8,          238,       323.17,     0.364093,     0.426778
 8,          239,       324.13,     0.362246,     0.420833
 8,          241,       328.10,     0.367108,     0.413223
 8,          242,       324.77,     0.348686,     0.427984
 8,          244,       327.40,     0.347994,     0.404082
 8,          245,       326.67,     0.339198,     0.422764
 8,          247,       330.23,     0.343023,     0.403226
 8,          248,       326.90,     0.324097,     0.389558
 8,          250,       328.83,     0.321937,     0.454183
 8,          251,       330.67,     0.323794,     0.380952
 8,          253,       333.73,     0.324539,     0.362205
 8,          254,       337.20,     0.335102,     0.427451
 8,          256,       335.03,     0.314767,     0.389105
 8,          258,       335.87,     0.307056,     0.362934
 8,          259,       336.40,     0.304089,     0.369231
 8,          261,       339.47,     0.307489,     0.358779
 8,          262,       338.60,     0.297833,     0.338403
 8,          264,       343.17,     0.306097,          0.4
 8,          265,       341.53,     0.294411,     0.357143
 8,          267,       341.73,     0.285643,     0.350746
 8,          268,       345.03,     0.293139,     0.349442
 8,          270,       347.03,     0.291363,     0.361624
 8,          271,       343.37,     0.272226,     0.334559
 8,          273,       347.33,     0.279904,     0.364964
 8,          274,       351.57,     0.290168,     0.436364
 8,          276,       350.27,      0.27437,      0.33213
 8,          278,       353.47,     0.279749,     0.358423
 8,          279,       352.57,     0.268579,     0.321429
 8,          281,       354.47,     0.267352,     0.379433
 8,          282,       354.63,     0.263814,      0.35689
 8,          284,       351.53,     0.243568,     0.305263
 8,          285,       354.10,     0.249681,     0.367133
 8,          287,       354.80,     0.241811,     0.309028
 8,          288,       356.77,     0.244147,     0.304498
 8,          290,       360.27,     0.247256,     0.295533
 8,          291,       360.93,     0.245553,     0.315068
 8,          293,       358.93,     0.230444,     0.306122
 8,          294,       365.37,     0.248574,     0.311864
 8,          296,       366.83,     0.245793,     0.326599
 8,          297,       363.67,      0.23032,     0.325503
 8,          299,       365.10,     0.227861,         0.32
 8,          301,       367.20,     0.225907,     0.307947
 8,          302,       368.27,     0.225314,     0.287129
 8,          304,       366.37,     0.210141,     0.298361
 8,          305,       370.10,     0.220296,     0.277778
 8,          307,       372.60,      0.21984,     0.269481
 8,          308,       373.77,     0.219783,     0.281553
 8,          310,       373.87,     0.212267,     0.286174
 8,          311,       374.10,     0.209216,     0.288462
 8,          313,       378.20,     0.215391,     0.312102
 8,          314,       375.50,     0.203598,     0.292063
 8,          316,       379.97,     0.209461,     0.312303
 8,          317,       376.20,     0.191787,     0.238994
 8,          319,       378.03,     0.190939,       0.2625
 8,          321,       384.20,     0.203067,     0.313665
 8,          322,       385.33,     0.204007,     0.272446
 8,          324,       388.83,     0.205302,     0.252308
 8,          325,       385.43,      0.19176,     0.254601
 8,          327,       382.73,      0.17784,     0.243902
 8,          328,       388.00,     0.190608,      0.31307
 8,          330,       390.83,      0.19014,     0.247734
 8,          331,       391.67,     0.189733,     0.283133
 8,          333,       391.93,     0.183556,     0.287425
 8,          334,       393.63,     0.184939,     0.262687
 8,          336,       397.63,     0.191013,     0.249258
 8,          337,       400.23,     0.193386,     0.257396
 8,          339,       393.93,     0.170347,     0.276471
 8,          340,       396.93,     0.172529,     0.231672
 8,          342,       400.10,     0.175259,     0.221574
 8,          344,       401.53,     0.174992,     0.263768
 8,          345,       402.67,     0.174217,     0.260116
 8,          347,       403.30,     0.168838,     0.232759
 8,          348,       402.00,     0.161475,      0.22063
 8,          350,       402.47,     0.155201,     0.219373
 8,          351,       410.77,     0.177067,     0.235795
 8,          353,       408.93,     0.165331,     0.240113
 8,          354,       409.80,     0.165523,     0.230986
 8,          356,       410.00,     0.158817,     0.221289
 8,          357,       412.37,     0.161756,     0.226257
 8,          359,       407.40,     0.141936,          0.2
 8,          360,       412.80,      0.15194,     0.238227
 8,          362,       412.63,     0.146481,     0.225895
 8,          364,       417.87,     0.153406,     0.235616
 8,          365,       418.07,     0.152532,     0.202186
 8,          367,       419.40,     0.148214,     0.220109
 8,          368,       420.17,     0.150983,     0.214092
 8,          370,       422.03,     0.149292,     0.234501
 8,          371,       422.27,     0.144547,     0.215054
 8,          373,       426.10,     0.150169,     0.248663
 8,          374,       424.17,     0.143774,     0.250667
 8,          376,       430.27,     0.152361,     0.233422
 8,          377,       425.20,     0.136085,      0.21164
 8,          379,       431.23,     0.145385,     0.223684
 8,          380,       427.17,     0.131251,     0.230971
 8,          382,       431.77,     0.137935,     0.203655
 8,          384,       434.73,     0.140965,     0.228571
 8,          385,       433.10,     0.135223,     0.204663
 8,          387,       431.70,     0.124504,     0.201031
 8,          388,       438.73,     0.138426,     0.195373
 8,          390,       437.83,     0.128862,     0.191816
 8,          391,       437.10,     0.127673,     0.206633
 8,          393,       438.33,     0.123066,     0.200508
 8,          394,       442.13,     0.129058,     0.227848
 8,          396,       441.57,     0.123435,     0.183879
 8,          397,       442.70,     0.124595,      0.18593
 8,          399,       444.47,     0.125229,       0.2225
 8,          400,       446.97,     0.125159,     0.226933
 8,          402,       443.63,     0.112788,     0.181141
 8,          403,       446.73,     0.119788,     0.193069
 8,          405,       443.17,     0.104953,     0.199507
 8,          407,       444.27,    0.0980519,     0.161765
 8,          408,       452.63,     0.118295,     0.193154
 8,          410,       459.40,     0.132575,     0.253041
 8,          411,       455.67,     0.116684,     0.208738
 8,          413,       459.00,     0.117716,     0.169082
 8,          414,       459.07,     0.118797,     0.212048
 8,          416,       464.40,     0.128801,     0.211031
 8,          417,       459.93,     0.113901,     0.248804
 8,          419,       459.43,     0.104927,     0.161905
 8,          420,       465.37,     0.118168,     0.213777
 8,          422,       460.00,     0.102817,     0.196217
 8,          423,       461.40,     0.101067,     0.181604
 8,          425,       462.93,    0.0974829,     0.147887
 8,          427,       462.33,    0.0927097,     0.170561
 8,          428,       461.40,    0.0882645,      0.16317
 8,          430,       473.23,     0.108035,     0.192575
 8,          431,       470.03,     0.103192,       0.1875
 8,          433,       467.73,    0.0911673,     0.156682
 8,          434,       471.83,     0.100093,     0.181609
 8,          436,       475.40,     0.101893,     0.210526
 8,          437,       478.20,     0.102709,     0.207763
 8,          439,       473.90,    0.0950909,     0.165909
 8,          440,       479.83,     0.101977,     0.179138
 8,          442,       476.20,     0.090612,       0.1693
 8,          443,       478.63,    0.0905442,      0.15991
 8,          445,       486.80,     0.110392,     0.257848
 8,          446,       483.83,    0.0988478,     0.230425
 8,          448,       488.50,     0.102593,     0.162584
 8,          450,       485.40,    0.0899332,     0.170732
 8,          451,       486.13,    0.0943104,     0.227876
 8,          453,       487.70,    0.0876116,     0.136564
 8,          454,       488.20,    0.0897663,     0.169231
 8,          456,       493.57,    0.0941515,     0.157549
 8,          457,       493.90,    0.0976491,     0.179039
 8,          459,       493.73,    0.0837781,     0.147826
 8,          460,       492.37,    0.0817724,     0.156182
 8,          462,       505.17,     0.107227,     0.205184
 8,          463,       502.93,    0.0963307,     0.155172
 8,          465,       498.97,    0.0847806,     0.154506
 8,          466,       499.17,    0.0843126,     0.186296
 8,          468,       504.20,    0.0865468,     0.136461
 8,          470,       505.90,    0.0834514,     0.144374
 8,          471,       501.17,    0.0797387,     0.169492
 8,          473,       507.13,    0.0841897,      0.14346
 8,          474,       508.63,    0.0862556,     0.151579
 8,          476,       513.13,     0.088224,     0.188679
 8,          477,       504.87,    0.0695245,     0.112971
 8,          479,       511.90,    0.0832785,     0.183333
 8,          480,       516.20,    0.0848597,     0.164241
 8,          482,       515.80,    0.0782624,     0.140787
 8,          483,       518.47,    0.0895929,     0.235537
 8,          485,       519.00,    0.0860727,     0.176955
 8,          486,       522.10,    0.0884503,     0.149897
 8,          488,       515.80,    0.0737664,     0.134969
 8,          489,       520.80,    0.0825442,     0.197959
 8,          491,       530.83,    0.0955195,     0.203252
 8,          493,       525.60,    0.0772402,     0.131579
 8,          494,       521.80,    0.0725898,     0.165657
 8,          496,       522.60,    0.0708307,     0.128773
 8,          497,       519.93,     0.061858,     0.138554
 8,          499,       528.73,    0.0755084,        0.158
 8,          500,       531.47,    0.0833195,     0.171657
 8,          502,       539.47,    0.0849794,     0.147117
 8,          503,       533.53,    0.0717604,     0.128968
 8,          505,       531.97,    0.0679481,     0.124506
 8,          506,       533.00,    0.0710494,      0.13215
 8,          508,       534.07,    0.0703628,     0.143418
 8,          509,       536.93,     0.072356,     0.147059
 8,          511,       535.60,    0.0692265,     0.189453
 8,          513,       545.50,    0.0825393,     0.149805
 8,          514,       545.13,    0.0716226,     0.147573
 8,          516,       551.83,    0.0896645,     0.197292
 8,          517,       544.93,    0.0714636,     0.146718
 8,          519,       546.50,    0.0649335,     0.115385
 8,          520,       542.77,    0.0689424,     0.182342
 8,          522,       545.70,    0.0660627,     0.164436
 8,          523,       557.20,     0.090803,     0.208015
 8,          525,       552.40,    0.0743065,     0.155894
 8,          526,       549.03,    0.0647649,     0.113852
 8,          528,       551.73,    0.0644904,       0.1569
 8,          529,       564.57,    0.0794626,     0.160377
 8,          531,       555.37,    0.0625328,     0.180451
 8,          532,       555.83,    0.0592284,     0.133208
 8,          534,       557.80,    0.0719214,     0.166355
 8,          536,       566.03,    0.0707187,     0.150838
 8,          537,       565.07,    0.0716684,     0.156134
 8,          539,       566.10,    0.0783496,     0.146296
 8,          540,       556.50,    0.0517139,     0.114603
 8,          542,       565.90,    0.0662357,     0.178637
 8,          543,       566.13,    0.0675066,     0.143382
 8,          545,       561.13,    0.0614314,     0.164835
 8,          546,       561.13,    0.0571133,      0.16819
 8,          548,       568.37,     0.069249,     0.222222
 8,          549,       573.03,    0.0657022,     0.143636
 8,          551,       574.70,    0.0570174,      0.13587
 8,          552,       576.70,    0.0611841,     0.124774
 8,          554,       583.50,    0.0686473,     0.171171
 8,          556,       572.77,    0.0589865,     0.152603
 8,          557,       571.93,    0.0576501,     0.145161
 8,          559,       575.03,     0.058908,     0.133929
 8,          560,       588.93,    0.0657815,      0.11943
 8,          562,       584.73,    0.0606855,     0.111901
 8,          563,       588.43,    0.0691521,     0.154255
 8,          565,       586.23,    0.0576055,     0.106007
 8,          566,       582.13,    0.0482534,     0.109347
 8,          568,       589.50,    0.0595656,      0.13181
 8,          569,       592.30,    0.0646698,     0.122807
 8,          571,       586.53,    0.0626029,     0.166084
 8,          572,       587.20,    0.0512573,     0.155323
 8,          574,       596.47,    0.0726885,     0.187826
 8,          576,       600.97,    0.0720703,     0.155979
 8,          577,       597.30,    0.0605707,     0.150519
 8,          579,       593.53,    0.0487092,     0.112069
 8,          580,       601.33,    0.0585983,     0.137694
 8,          582,       611.43,    0.0759187,     0.154374
 8,          583,       606.73,     0.060047,     0.136986
 8,          585,       602.57,    0.0677581,     0.158703
 8,          586,       608.43,    0.0625062,     0.144804
 8,          588,       609.93,    0.0608304,     0.120543
 8,          589,       611.90,    0.0570023,     0.133898
 8,          591,       614.30,     0.062178,     0.140203
 8,          592,       608.50,    0.0553205,     0.139966
 8,          594,       621.53,    0.0668972,     0.184874
 8,          595,       603.97,    0.0466346,    0.0956376
 8,          597,       614.03,    0.0517687,     0.145485
 8,          599,       617.47,    0.0607236,     0.168333
 8,          600,       613.00,    0.0620468,     0.148087
 8,          602,       622.73,    0.0658846,      0.14262
 8,          603,       608.13,    0.0562528,     0.167219
 8,          605,       617.23,     0.050382,      0.10396
 8,          606,       627.20,    0.0562732,     0.151565
 8,          608,       617.00,    0.0438574,    0.0870279
 8,          609,       622.10,    0.0546387,     0.114754
 8,          611,       628.63,    0.0545986,     0.120915
 8,          612,       634.70,     0.070807,     0.159869
 8,          614,       632.03,    0.0512816,     0.095935
 8,          615,       633.47,    0.0524286,     0.128247
 8,          617,       632.87,    0.0670638,     0.168285
 8,          619,       632.70,    0.0534931,     0.109677
 8,          620,       635.23,    0.0432556,     0.115942
 8,          622,       644.33,    0.0583723,      0.11236
 8,          623,       636.77,    0.0451404,     0.099359
 8,          625,       631.77,    0.0382801,    0.0702875
 8,          626,       654.30,    0.0621233,     0.130781
 8,          628,       644.20,    0.0605733,     0.117647
 8,          629,       661.60,    0.0673164,      0.18254
 8,          631,       646.17,    0.0522763,     0.120253
 8,          632,       649.90,    0.0591921,     0.148499
 8,          634,       642.43,    0.0517128,     0.146457
 8,          635,       650.40,    0.0547215,     0.150943
 8,          637,       661.10,    0.0575715,     0.131661
 8,          638,       655.87,    0.0600417,       0.1518
 8,          640,       655.93,    0.0523317,     0.166927
 8,          642,       649.80,    0.0396502,    0.0995334
 8,          643,       656.73,    0.0471656,     0.114907
 8,          645,       654.97,    0.0498789,     0.122291
 8,          646,       663.33,    0.0576897,     0.148377
 8,          648,       663.60,    0.0521329,     0.112481
 8,          649,       657.67,    0.0329196,    0.0769231
 8,          651,       677.60,    0.0726927,     0.187117
 8,          652,       654.77,    0.0549826,     0.116386
 8,          654,       667.10,    0.0539813,     0.169466
 8,          655,       662.07,    0.0482021,     0.108232
 8,          657,       673.80,    0.0692725,     0.144377
 8,          658,       671.77,    0.0579646,     0.171472
 8,          660,       659.20,    0.0366483,    0.0695915
 8,          662,       668.47,    0.0524078,     0.116139
 8,          663,       666.23,    0.0361175,    0.0873494
 8,          665,       682.67,    0.0530333,     0.124625
 8,          666,       684.57,     0.069606,     0.191904
 8,          668,       680.17,     0.047983,     0.122571
 8,          669,       682.87,    0.0607057,     0.108955
 8,          671,       680.07,    0.0602278,     0.171131
 8,          672,       679.80,    0.0502617,     0.111441
 8,          674,       685.47,    0.0530887,     0.112593
 8,          675,       692.80,    0.0585099,     0.149408
 8,          677,       688.47,    0.0460993,     0.134218
 8,          678,       684.70,    0.0496318,     0.106038
 8,          680,       686.67,    0.0453929,    0.0983847
 8,          681,       679.37,    0.0493459,     0.123167
 8,          683,       707.40,     0.061902,     0.116959
 8,          685,       676.93,    0.0526064,    0.0962099
 8,          686,       707.43,    0.0670684,     0.139738
 8,          688,       702.23,    0.0588659,     0.133527
 8,          689,       699.10,     0.049537,     0.105797
 8,          691,       686.27,    0.0593839,     0.112717
 8,          692,       703.30,    0.0564389,     0.137085
 8,          694,       704.17,    0.0508141,      0.11223
 8,          695,       695.07,    0.0567107,     0.166667
 8,          697,       715.03,    0.0666666,     0.163324
 8,          698,       706.93,    0.0544231,     0.141631
 8,          700,       700.40,    0.0542406,     0.149786
 8,          701,       700.13,    0.0523181,     0.133903
 8,          703,       702.07,     0.033672,    0.0639205
 8,          705,       714.97,     0.050166,     0.116147
 8,          706,       714.27,     0.049394,     0.149929
 8,          708,       717.00,    0.0504246,     0.131171
 8,          709,       734.00,    0.0702777,     0.192958
 8,          711,       714.87,    0.0452665,    0.0955056
 8,          712,       722.87,    0.0524065,     0.123422
 8,          714,       725.87,    0.0437014,     0.100699
 8,          715,       729.00,    0.0499222,    0.0963687
 8,          717,       726.97,    0.0661993,     0.218663
 8,          718,       718.87,    0.0351246,    0.0806676
 8,          720,       733.93,    0.0557778,     0.113731
 8,          721,       738.83,    0.0610378,     0.116343
 8,          723,       738.93,    0.0641941,      0.14779
 8,          724,       733.57,    0.0521849,     0.125517
 8,          726,       741.57,    0.0593047,     0.115543
 8,          728,       742.57,    0.0439068,     0.119342
 8,          729,       733.60,    0.0406956,    0.0863014
 8,          731,       737.03,    0.0568978,     0.112022
 8,          732,       736.33,    0.0517724,     0.113233
 8,          734,       742.07,    0.0502367,    0.0911565
 8,          735,       747.53,    0.0497863,    0.0910326
 8,          737,       741.40,    0.0649569,     0.140921
 8,          738,       742.83,    0.0493679,     0.113667
 8,          740,       746.27,    0.0518944,     0.107962
 8,          741,       750.37,    0.0431129,    0.0943396
 8,          743,       754.70,    0.0552577,     0.102151
 8,          744,       751.93,    0.0502063,     0.116779
 8,          746,       761.13,    0.0588813,     0.133869
 8,          748,       756.20,    0.0517063,     0.128171
 8,          749,       757.43,    0.0556502,     0.110667
 8,          751,       753.70,    0.0552247,     0.139628
 8,          752,       760.23,    0.0633531,     0.144754
 8,          754,       752.20,    0.0474736,    0.0900662
 8,          755,       766.60,     0.054855,     0.125661
 8,          757,       763.63,    0.0580708,     0.134565
 8,          758,       764.90,    0.0413168,    0.0869565
 8,          760,       780.13,    0.0640584,     0.195795
 8,          761,       771.33,    0.0667706,     0.158793
 8,          763,       785.97,    0.0616172,     0.121728
 8,          764,       778.37,    0.0500402,     0.111111
 8,          766,       761.13,     0.049552,     0.095176
 8,          768,       780.97,    0.0614191,     0.128739
 8,          769,       774.53,    0.0545796,      0.14026
 8,          771,       782.33,    0.0517654,     0.129534
 8,          772,       784.63,    0.0482736,     0.104787
 8,          774,       785.43,    0.0560992,     0.125161
 8,          775,       788.53,    0.0571978,     0.113402
 8,          777,       781.27,    0.0425204,     0.100257
 8,          778,       777.80,    0.0460912,     0.112965
 8,          780,       789.80,    0.0606653,     0.185659
 8,          781,       808.33,    0.0624259,     0.101023
 8,          783,       802.60,     0.050939,     0.110969
 8,          784,       802.67,    0.0642541,     0.142675
 8,          786,       780.53,    0.0511698,    0.0952986
 8,          787,       790.60,    0.0593951,     0.121827
 8,          789,       793.97,    0.0493111,     0.113924
 8,          791,       803.17,    0.0500299,     0.143939
 8,          792,       806.40,    0.0690792,     0.142497
 8,          794,       806.10,     0.050213,     0.127044
 8,          795,       814.23,    0.0607506,     0.128141
 8,          797,       810.43,    0.0599281,     0.136591
 8,          798,       803.57,    0.0549476,     0.107635
 8,          800,       805.00,    0.0520135,     0.127341
 8,          801,       801.50,    0.0572748,      0.13591
 8,          803,       799.20,     0.060488,     0.124378
 8,          804,       806.03,    0.0619733,     0.134161
 8,          806,       814.47,    0.0533379,     0.154895
 8,          807,       811.27,    0.0454407,     0.113861
 8,          809,       809.37,    0.0590215,     0.103704
 8,          811,       818.97,    0.0600102,      0.14532
 8,          812,       800.10,    0.0560939,     0.111931
 8,          814,       819.33,    0.0659341,     0.147239
 8,          815,       810.27,    0.0553883,     0.121324
 8,          817,       822.87,    0.0536612,     0.096577
 8,          818,       810.87,     0.060835,     0.123321
 8,          820,       822.83,    0.0386401,    0.0791717
 8,          821,       816.10,    0.0499152,     0.108273
 8,          823,       823.43,    0.0555759,     0.156553
 8,          824,       822.57,    0.0604265,      0.17697
 8,          826,       817.80,    0.0565246,     0.113664
 8,          827,       831.10,    0.0531235,     0.137681
 8,          829,       826.93,    0.0613222,     0.126506
 8,          830,       821.93,    0.0447891,    0.0854392
 8,          832,       836.47,    0.0619166,     0.165666
 8,          834,       834.93,    0.0508393,     0.122156
 8,          835,       826.43,    0.0504886,     0.147129
 8,          837,       839.57,    0.0419351,    0.0799523
 8,          838,       827.57,    0.0518596,     0.158522
 8,          840,       837.90,    0.0506862,     0.151011
 8,          841,       832.80,     0.046322,     0.114014
 8,          843,       851.33,    0.0540744,      0.10782
 8,          844,       856.00,    0.0650179,     0.139645
 8,          846,       853.83,    0.0568734,     0.118064
 8,          847,       852.10,    0.0440227,     0.101415
 8,          849,       853.73,    0.0564562,     0.118824
 8,          850,       856.80,    0.0569862,     0.123384
 8,          852,       863.60,    0.0572936,     0.132474
 8,          854,       854.40,    0.0430229,    0.0900585
 8,          855,       848.30,    0.0542096,     0.127336
 8,          857,       867.50,    0.0539445,     0.141026
 8,          858,       840.00,    0.0551694,      0.11525
 8,          860,       860.93,    0.0564934,    0.0963995
 8,          861,       861.67,    0.0531604,     0.136891
 8,          863,       870.73,    0.0503283,     0.108796
 8,          864,       863.00,    0.0464585,    0.0971098
 8,          866,       860.67,    0.0535839,     0.130334
 8,          867,       865.77,    0.0465322,    0.0921659
 8,          869,       888.20,    0.0589898,     0.116092
 8,          870,       871.80,     0.050102,    0.0964409
 8,          872,       872.87,    0.0478223,     0.124857
 8,          873,       881.77,    0.0531976,     0.114416
 8,          875,       885.63,    0.0526639,     0.108447
 8,          877,       889.73,    0.0540335,     0.111617
 8,          878,       881.03,    0.0513225,     0.102389
 8,          880,       879.63,    0.0464453,     0.111237
 8,          881,       900.20,     0.070202,     0.145125
 8,          883,       889.63,    0.0571691,     0.143665
 8,          884,       880.40,    0.0468404,     0.103955
 8,          886,       861.47,    0.0590796,      0.11274
 8,          887,       881.03,    0.0487151,     0.123874
 8,          889,       887.53,    0.0447244,    0.0955056
 8,          890,       882.50,    0.0503655,     0.109989
 8,          892,       880.10,    0.0443207,    0.0940649
 8,          893,       893.80,    0.0622037,     0.124161
 8,          895,       883.13,    0.0568347,     0.122768
 8,          897,       893.03,    0.0470527,     0.109131
 8,          898,       894.50,    0.0446217,    0.0901001
 8,          900,       909.00,    0.0549454,     0.170921
 8,          901,       899.93,    0.0470206,     0.110865
 8,          903,       902.40,    0.0514564,     0.102876
 8,          904,       899.73,    0.0642675,     0.140331
 8,          906,       904.17,    0.0488684,     0.106946
 8,          907,       910.10,    0.0459693,    0.0881057
 8,          909,       895.90,    0.0457856,     0.102198
 8,          910,       901.97,    0.0650655,     0.203074
 8,          912,       919.90,    0.0505395,      0.11391
 8,          913,       933.07,    0.0558109,     0.142232
 8,          915,       907.20,    0.0650539,     0.120087
 8,          916,       936.93,    0.0699683,      0.25627
 8,          918,       926.23,    0.0501616,     0.106638
 8,          920,       926.90,    0.0544253,     0.150923
 8,          921,       939.53,    0.0719611,     0.224512
 8,          923,       909.50,    0.0620428,     0.158009
 8,          924,       938.60,    0.0508556,     0.135135
 8,          926,       931.53,    0.0613433,      0.13808
 8,          927,       927.87,    0.0532521,     0.121767
 8,          929,       958.83,    0.0658934,     0.166667
 8,          930,       942.73,    0.0560033,     0.171858
 8,          932,       924.13,    0.0405924,    0.0771704
 8,          933,       919.70,    0.0596793,     0.170236
 8,          935,       945.37,    0.0564645,     0.114316
 8,          936,       956.33,    0.0616358,     0.146211
 8,          938,       944.93,     0.057893,     0.151225
 8,          940,       943.63,    0.0592419,     0.167906
 8,          941,       950.30,    0.0387462,     0.123142
 8,          943,       956.23,    0.0735734,     0.202331
 8,          944,       946.63,    0.0538809,      0.11746
 8,          946,       948.23,    0.0655324,      0.13622
 8,          947,       942.10,    0.0494424,    0.0864979
 8,          949,       943.27,    0.0592725,     0.110526
 8,          950,       945.33,    0.0589074,     0.107256
 8,          952,       940.57,    0.0541444,     0.101784
 8,          953,       956.70,    0.0662857,     0.178197
 8,          955,       965.47,    0.0631505,     0.126569
 8,          956,       954.93,    0.0583783,     0.115987
